gid,role,role_score,cluster_id,priority_score,evidence
100000000011452100,coordinator,0.843307384341637,0,0.7300332056612213,"Betweenness top 22.1%, PageRank top 24.0%; межкластерных связей 3, близость к seed 0.68. Паттерны: циклов 1."
100000001307612100,terminal,0.7046663701067616,1,0.45653050047922394,"Получено 38.5 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001308856100,terminal,0.6844261565836299,1,0.3986599818923662,"Получено 27.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001311175100,consolidator,0.5046752669039146,12,0.4019981890908937,"Получает от 1 отправителей (top 59.0%), вход 300.0 тыс. KZT; наблюдаемый остаток 100%. Граница depth=4: исходящий поток может быть усечён."
100000001317336100,distributor,0.7171997330960854,31,0.5420203263033159,"Отправляет 2 получателям (top 13.6%), 3 переводов на 1.75 млн KZT; выраженный fan-out."
100000001325618100,consolidator,0.44776245551601424,19,0.3074565134094049,"Получает от 1 отправителей (top 59.0%), вход 9.3 тыс. KZT; наблюдаемый остаток 100%. Граница depth=4: исходящий поток может быть усечён."
100000001329153100,terminal,0.7842393238434163,0,0.45997158049688835,"Получено 150.7 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001330595100,transit,0.6438666404769607,24,0.527696914021625,"Получено 87.0 тыс., отправлено 154.0 тыс. KZT; совпадение потоков 56%, быстрое перенаправление 0%."
100000001330685100,coordinator,0.840920818505338,4,0.7235071718848285,"Betweenness top 19.0%, PageRank top 26.1%; межкластерных связей 2, близость к seed 0.68. Паттерны: повторных маршрутов 1."
100000001339466100,terminal,0.6905560498220641,2,0.4385428763999938,"Получено 30.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001346560100,transit,0.7295212561315764,2,0.5480772682590965,"Получено 10.0 тыс., отправлено 22.2 тыс. KZT; совпадение потоков 45%, быстрое перенаправление 0%."
100000001362940100,terminal,0.7506405693950178,2,0.5152299549559253,"Получено 81.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001363952100,coordinator,0.7656183274021353,3,0.6528327097773299,"Betweenness top 19.0%, PageRank top 54.8%; межкластерных связей 1, близость к seed 0.68."
100000001373265100,coordinator,0.6132784697508897,3,0.5119671302740093,"Betweenness top 19.0%, PageRank top 49.0%; межкластерных связей 0, близость к seed 0.32."
100000001378288100,consolidator,0.5013923487544484,3,0.4028285220166003,"Получает от 1 отправителей (top 59.0%), вход 268.0 тыс. KZT; наблюдаемый остаток 100%. Граница depth=4: исходящий поток может быть усечён."
100000001379511100,terminal,0.7320774021352313,10,0.4293070570340718,"Получено 55.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001380054100,distributor,0.8177175266903914,29,0.6998934960330495,"Отправляет 3 получателям (top 8.9%), 4 переводов на 360.0 тыс. KZT; выраженный fan-out. Паттерны: циклов 2."
100000001380107100,terminal,0.6075711743772242,55,0.3162085718984478,"Получено 6.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001380986100,terminal,0.7442215302491103,7,0.4224707534162161,"Получено 70.2 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001382002100,transit,0.7664215192265298,0,0.5758948300255903,"Получено 55.0 тыс., отправлено 56.5 тыс. KZT; совпадение потоков 97%, быстрое перенаправление 0%. Паттерны: циклов 1."
100000001384826100,distributor,0.6120462633451957,4,0.5141603402070474,"Отправляет 1 получателям (top 23.8%), 1 переводов на 10.0 тыс. KZT; выраженный fan-out."
100000001386612100,terminal,0.7377446619217082,20,0.4518401340355967,"Получено 62.3 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001389255100,terminal,0.6457962633451957,1,0.4269468291178632,"Получено 16.1 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001411870100,terminal,0.9250400355871885,6,0.5849776754188571,"Получено 900.0 тыс. KZT от 2 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001415126100,terminal,0.6844261565836299,20,0.5361047008184909,"Получено 27.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001418900100,terminal,0.70836743772242,1,0.4122903361466529,"Получено 40.1 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001420847100,terminal,0.6599644128113878,18,0.39159519543327376,"Получено 20.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001427082100,distributor,0.850580516014235,21,0.5685134534745425,"Отправляет 5 получателям (top 5.3%), 6 переводов на 124.9 тыс. KZT; выраженный fan-out."
100000001429930100,terminal,0.6805516014234875,13,0.5317898291177651,"Получено 26.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001439416100,distributor,0.8017815836298933,0,0.5840184341997615,"Отправляет 2 получателям (top 13.6%), 3 переводов на 165.0 тыс. KZT; выраженный fan-out. Паттерны: циклов 1."
100000001445848100,transit,0.8312038572341064,35,0.6279940015970956,"Получено 546.0 тыс., отправлено 351.9 тыс. KZT; совпадение потоков 64%, быстрое перенаправление 75%. Паттерны: циклов 1, повторных маршрутов 2."
100000001463701100,terminal,0.9199510676156583,9,0.5816363759943235,"Получено 621.0 тыс. KZT от 2 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001471706100,consolidator,0.5097998220640569,20,0.45804118685969225,"Получает от 1 отправителей (top 59.0%), вход 377.0 тыс. KZT; наблюдаемый остаток 100%. Паттерны: повторных маршрутов 1. Граница depth=4: исходящий поток может быть усечён."
100000001477796100,terminal,0.7925088967971529,2,0.5366702996691166,"Получено 182.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001484381100,terminal,0.8406094306049822,8,0.44927856359605917,"Получено 95.6 тыс. KZT от 2 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001490461100,distributor,0.612494068801898,8,0.47551289030512783,"Отправляет 1 получателям (top 23.8%), 1 переводов на 5.0 тыс. KZT; выраженный fan-out."
100000001498732100,consolidator,0.4142838078291815,51,0.2764867273236046,"Получает от 1 отправителей (top 59.0%), вход 5.5 тыс. KZT; наблюдаемый остаток 100%. Граница depth=4: исходящий поток может быть усечён."
100000001524952100,terminal,0.7667749110320284,0,0.5199295116157141,"Получено 103.8 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001526235100,distributor,0.8674689960099214,25,0.6529574328952,"Отправляет 8 получателям (top 3.2%), 9 переводов на 432.8 тыс. KZT; выраженный fan-out. Паттерны: циклов 3."
100000001527186100,terminal,0.8399866548042704,2,0.5701965587921036,"Получено 678.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001530709100,terminal,0.7308051601423488,0,0.42835865679960955,"Получено 54.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001530740100,terminal,0.6401290035587188,5,0.42693918569568046,"Получено 15.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001530983100,distributor,0.9101928380782919,5,0.8093505128151205,"Отправляет 11 получателям (top 2.4%), 17 переводов на 1.83 млн KZT; выраженный fan-out. Паттерны: повторных маршрутов 1, дроблений 2."
100000001533161100,consolidator,0.5364635231316726,44,0.36902993365319875,"Получает от 1 отправителей (top 59.0%), вход 100.0 тыс. KZT; наблюдаемый остаток 100%. Граница depth=4: исходящий поток может быть усечён."
100000001534244100,consolidator,0.6262087733115532,7,0.5367114718782826,"Получает от 2 отправителей (top 14.3%), вход 366.0 тыс. KZT; наблюдаемый остаток 88%."
100000001537524100,consolidator,0.5428069395017794,12,0.375367807730886,"Получает от 1 отправителей (top 59.0%), вход 150.0 тыс. KZT; наблюдаемый остаток 100%. Граница depth=4: исходящий поток может быть усечён."
100000001538095100,terminal,0.8931183274021351,12,0.5020555862689331,"Получено 280.0 тыс. KZT от 2 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001541418100,terminal,0.8408407473309608,7,0.49997539592673046,"Получено 96.9 тыс. KZT от 2 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001549194100,terminal,0.7160008896797153,14,0.40387573913340225,"Получено 46.5 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001550388100,terminal,0.7236343416370107,0,0.49444970319843917,"Получено 50.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001550419100,terminal,0.6687544483985765,14,0.378085676821994,"Получено 23.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001554432100,terminal,0.7306895017793594,2,0.5020985424762824,"Получено 53.9 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001557930100,terminal,0.699114768683274,6,0.421652108893479,"Получено 34.6 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001567366100,terminal,0.843803380782918,5,0.5653168193212783,"Получено 824.1 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001578517100,terminal,0.6905560498220641,5,0.41303393658536014,"Получено 30.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001584286100,terminal,0.9221485765124554,12,0.5143927783663549,"Получено 738.7 тыс. KZT от 2 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001590795100,consolidator,0.43879448398576515,19,0.2973625632314689,"Получает от 1 отправителей (top 59.0%), вход 5.1 тыс. KZT; наблюдаемый остаток 100%. Граница depth=4: исходящий поток может быть усечён."
100000001597424100,terminal,0.7188923487544484,14,0.40548230652579503,"Получено 48.1 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001597505100,coordinator,0.7333718861209965,32,0.5260540522570549,"Betweenness top 21.1%, PageRank top 48.8%; межкластерных связей 1, близость к seed 0.36."
100000001598625100,coordinator,0.43057873665480434,3,0.3615283964996242,"Betweenness top 63.3%, PageRank top 27.1%; межкластерных связей 0, близость к seed 0.29. Граница depth=4: исходящий поток может быть усечён."
100000001600934100,distributor,0.7127179715302492,3,0.5480337341791883,"Отправляет 1 получателям (top 23.8%), 1 переводов на 11.0 тыс. KZT; выраженный fan-out. Паттерны: циклов 1."
100000001601320100,transit,0.7568536534639738,6,0.5577544154170266,"Получено 43.5 тыс., отправлено 46.2 тыс. KZT; совпадение потоков 94%, быстрое перенаправление 0%."
100000001609499100,coordinator,0.8303158362989325,0,0.7391332059488637,"Betweenness top 4.6%, PageRank top 45.2%; межкластерных связей 1, близость к seed 0.68. Паттерны: циклов 123."
100000001611488100,terminal,0.9229581850533807,4,0.5325976706435656,"Получено 779.3 тыс. KZT от 2 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001616816100,coordinator,0.9461654804270462,6,0.857580314996657,"Betweenness top 6.7%, PageRank top 0.6%; межкластерных связей 3, близость к seed 1.00. Паттерны: циклов 2."
100000001632325100,terminal,0.7535898576512455,1,0.42369333930517467,"Получено 85.6 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001633685100,terminal,0.8082339857651245,0,0.46451809264282584,"Получено 45.0 тыс. KZT от 3 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001637376100,transit,0.8430099801744797,4,0.562317524714716,"Получено 116.7 тыс., отправлено 234.2 тыс. KZT; совпадение потоков 50%, быстрое перенаправление 100%."
100000001639766100,terminal,0.6599644128113878,6,0.4336498901886985,"Получено 20.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001641789100,terminal,0.6519261565836298,6,0.4839297277139291,"Получено 17.8 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001641951100,terminal,0.6769661921708184,2,0.46044394401565225,"Получено 25.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются. Паттерны: повторных маршрутов 1."
100000001648936100,terminal,0.7579848754448398,6,0.4563716818472157,"Получено 92.7 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001650895100,distributor,0.6120462633451957,8,0.4885410931110991,"Отправляет 1 получателям (top 23.8%), 1 переводов на 10.0 тыс. KZT; выраженный fan-out."
100000001660397100,transit,0.9516568922942843,0,0.7410162379349309,"Получено 48.6 тыс., отправлено 49.0 тыс. KZT; совпадение потоков 99%, быстрое перенаправление 75%. Паттерны: циклов 223."
100000001669260100,consolidator,0.5170062277580071,3,0.41481598113942414,"Получает от 1 отправителей (top 59.0%), вход 500.0 тыс. KZT; наблюдаемый остаток 100%. Граница depth=4: исходящий поток может быть усечён."
100000001674850100,terminal,0.8861788256227757,10,0.5161613383217056,"Получено 237.0 тыс. KZT от 2 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001677389100,distributor,0.610155693950178,16,0.44090190653924444,"Отправляет 1 получателям (top 23.8%), 1 переводов на 5.4 тыс. KZT; выраженный fan-out."
100000001677929100,transit,0.826491585648339,6,0.6469539225780616,"Получено 126.8 тыс., отправлено 286.1 тыс. KZT; совпадение потоков 44%, быстрое перенаправление 100%. Паттерны: циклов 2."
100000001680944100,terminal,0.8246040925266903,17,0.4506572851545975,"Получено 393.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001684867100,terminal,0.6933318505338079,5,0.47184931826572607,"Получено 30.6 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001686328100,terminal,0.7795551601423486,7,0.4468190230050587,"Получено 140.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001688676100,terminal,0.7770685053380783,18,0.44850786331816295,"Получено 133.7 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001689968100,terminal,0.9148131672597865,4,0.5378622549635526,"Получено 344.3 тыс. KZT от 3 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001690439100,terminal,0.6370640569395017,4,0.4129224724107469,"Получено 14.2 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001690558100,terminal,0.8419528469750889,18,0.4902024947945577,"Получено 740.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001696818100,terminal,0.7301690391459075,2,0.49818457073492284,"Получено 53.5 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001697501100,distributor,0.9359284675809393,1,0.8163492195934401,"Отправляет 38 получателям (top 0.4%), 55 переводов на 1.48 млн KZT; выраженный fan-out. Паттерны: циклов 3, повторных маршрутов 2, дроблений 5."
100000001703168100,transit,0.7443861209964413,2,0.5373906178267166,"Получено 45.0 тыс., отправлено 90.0 тыс. KZT; совпадение потоков 50%, быстрое перенаправление 0%."
100000001714173100,terminal,0.8397553380782917,17,0.5086238927348039,"Получено 638.9 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются. Паттерны: повторных маршрутов 1."
100000001714413100,terminal,0.8089902135231316,4,0.45388964728862735,"Получено 250.2 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001714883100,consolidator,0.44303825622775805,19,0.302297972484138,"Получает от 1 отправителей (top 59.0%), вход 6.9 тыс. KZT; наблюдаемый остаток 100%. Граница depth=4: исходящий поток может быть усечён."
100000001716579100,terminal,0.6353870106761565,1,0.42173793232071016,"Получено 13.9 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001724740100,consolidator,0.4891014234875445,7,0.45152036919990657,"Получает от 1 отправителей (top 59.0%), вход 185.0 тыс. KZT; наблюдаемый остаток 100%. Паттерны: цепочек A→B→C 1. Граница depth=4: исходящий поток может быть усечён."
100000001726614100,terminal,0.7788033807829181,0,0.4592956343242025,"Получено 138.7 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001732159100,transit,0.9422404456134922,10,0.877202026076083,"Seed с неполным входящим потоком; отправлено 1.51 млн KZT 4 получателям, быстрое перенаправление 78%. Паттерны: циклов 4, повторных маршрутов 3, цепочек A→B→C 1."
100000001733216100,consolidator,0.449306049822064,0,0.39164991297415674,"Получает от 1 отправителей (top 59.0%), вход 60.0 тыс. KZT; наблюдаемый остаток 100%. Граница depth=4: исходящий поток может быть усечён."
100000001733687100,terminal,0.8158140569395017,7,0.460174544770075,"Получено 300.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001737722100,terminal,0.7368193950177936,2,0.4450625059697124,"Получено 60.5 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001740277100,transit,0.7115125577780504,6,0.5019933385190865,"Получено 8.7 тыс., отправлено 5.0 тыс. KZT; совпадение потоков 57%, быстрое перенаправление 0%. Паттерны: циклов 1."
100000001745217100,terminal,0.7236343416370107,0,0.4270138494169592,"Получено 50.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001746925100,coordinator,0.7804982206405694,2,0.6486922174566793,"Betweenness top 6.1%, PageRank top 64.4%; межкластерных связей 1, близость к seed 0.68."
100000001782980100,distributor,0.6590688018979834,29,0.5027106671723887,"Отправляет 1 получателям (top 23.8%), 3 переводов на 596.2 тыс. KZT; выраженный fan-out."
100000001784279100,terminal,0.7014279359430605,0,0.4150418536928344,"Получено 35.7 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001785161100,terminal,0.77086743772242,30,0.4252258605875269,"Получено 30.0 тыс. KZT от 2 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001788284100,distributor,0.8642726868327403,25,0.5670693599272782,"Отправляет 5 получателям (top 5.3%), 8 переводов на 296.7 тыс. KZT; выраженный fan-out. Паттерны: циклов 1."
100000001805543100,terminal,0.7349688612099644,5,0.4942490596554359,"Получено 59.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001808684100,transit,0.898492286991559,6,0.6167314482353814,"Получено 48.4 тыс., отправлено 37.7 тыс. KZT; совпадение потоков 78%, быстрое перенаправление 100%. Паттерны: циклов 1."
100000001816678100,consolidator,0.539661921708185,2,0.4107327685527418,"Получает от 1 отправителей (top 59.0%), вход 60.0 тыс. KZT; наблюдаемый остаток 100%. Граница depth=4: исходящий поток может быть усечён."
100000001818442100,terminal,0.7103336298932384,8,0.39633457620718454,"Получено 42.2 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001819396100,terminal,0.788403024911032,26,0.4247400302527533,"Получено 166.1 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001822623100,terminal,0.7995062277580071,22,0.4509399431233061,"Получено 201.3 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001822650100,consolidator,0.5354181494661922,7,0.3958097916294535,"Получает от 1 отправителей (top 59.0%), вход 112.0 тыс. KZT; наблюдаемый остаток 100%. Граница depth=4: исходящий поток может быть усечён."
100000001825934100,distributor,0.6248354092526691,37,0.4693273092166179,"Отправляет 1 получателям (top 23.8%), 1 переводов на 97.0 тыс. KZT; выраженный fan-out."
100000001831496100,distributor,0.7243104982206405,9,0.5475399700879442,"Отправляет 1 получателям (top 23.8%), 1 переводов на 373.0 тыс. KZT; выраженный fan-out."
100000001835625100,terminal,0.7472286476868327,4,0.41764247599652826,"Получено 75.1 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001837130100,terminal,0.7903692170818505,0,0.46682795371583746,"Получено 172.9 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001845505100,coordinator,0.45602580071174376,3,0.37355228439998006,"Betweenness top 63.3%, PageRank top 12.1%; межкластерных связей 0, близость к seed 0.29. Граница depth=4: исходящий поток может быть усечён."
100000001848426100,terminal,0.760182384341637,6,0.45772713315747127,"Получено 95.5 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001851289100,terminal,0.7690880782918149,5,0.515049713343837,"Получено 109.5 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001852140100,terminal,0.6905560498220641,59,0.40165435792135007,"Получено 30.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001853812100,terminal,0.7431227758007117,3,0.4316963940555879,"Получено 70.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001857829100,distributor,0.8929738892483555,3,0.7385835642982761,"Отправляет 16 получателям (top 1.6%), 16 переводов на 2.39 млн KZT; выраженный fan-out. Паттерны: циклов 50, синхронных дней 1."
100000001860090100,terminal,0.6005160142348754,6,0.3988267585161006,"Получено 5.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001870116100,terminal,0.6730338078291814,1,0.44019513872640414,"Получено 24.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001872484100,distributor,0.8603625444839857,56,0.7486972880571416,"Отправляет 3 получателям (top 8.9%), 9 переводов на 514.6 тыс. KZT; выраженный fan-out. Паттерны: циклов 2, повторных маршрутов 2."
100000001875167100,terminal,0.8454804270462634,4,0.4849239743795439,"Получено 1.00 млн KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001875239100,terminal,0.9356316725978647,7,0.5469840939667232,"Получено 712.0 тыс. KZT от 3 отправителей, исходящий поток 0 KZT; средства преимущественно остаются. Паттерны: дроблений 1, синхронных дней 1."
100000001884825100,terminal,0.9274199288256227,7,0.5032983736403509,"Получено 495.0 тыс. KZT от 3 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001887715100,transit,0.8057623065122017,17,0.607980057172467,"Получено 1.33 млн, отправлено 750.0 тыс. KZT; совпадение потоков 56%, быстрое перенаправление 100%. Паттерны: синхронных дней 1."
100000001893287100,distributor,0.7605071174377224,6,0.6162876488940889,"Отправляет 1 получателям (top 23.8%), 14 переводов на 152.7 тыс. KZT; выраженный fan-out. Паттерны: циклов 1, повторных маршрутов 1."
100000001899164100,coordinator,0.8779403914590748,11,0.7411226516977671,"Betweenness top 5.8%, PageRank top 3.9%; межкластерных связей 1, близость к seed 0.68. Паттерны: циклов 2."
100000001904863100,terminal,0.8336254448398576,14,0.4688566758567648,"Получено 500.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001924185100,terminal,0.8646663701067615,9,0.5788137193202177,"Получено 151.0 тыс. KZT от 2 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001927599100,terminal,0.8743816725978647,8,0.45937863734137396,"Получено 188.0 тыс. KZT от 2 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001929088100,terminal,0.9057250889679714,6,0.5998453295294789,"Получено 396.0 тыс. KZT от 2 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001934935100,terminal,0.7729048042704626,0,0.45279555516638753,"Получено 118.9 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001937767100,coordinator,0.8842482206405694,14,0.7557942632306605,"Betweenness top 9.7%, PageRank top 5.6%; межкластерных связей 2, близость к seed 0.68. Паттерны: циклов 1."
100000001952325100,terminal,0.7491948398576512,1,0.4825365676425028,"Получено 77.9 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001953577100,terminal,0.6437144128113879,1,0.4258333059861906,"Получено 15.6 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001954534100,coordinator,0.6258607651245551,0,0.517570495713456,"Betweenness top 16.4%, PageRank top 34.2%; межкластерных связей 0, близость к seed 0.32."
100000001954903100,terminal,0.6851201067615659,9,0.41164193365946034,"Получено 27.1 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001957974100,consolidator,0.5762944839857651,14,0.4015646593295614,"Получает от 1 отправителей (top 59.0%), вход 500.0 тыс. KZT; наблюдаемый остаток 100%. Граница depth=4: исходящий поток может быть усечён."
100000001960517100,terminal,0.798291814946619,6,0.5303349772012323,"Получено 200.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001961048100,terminal,0.7831983985765124,30,0.4238190445379058,"Получено 150.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001965374100,distributor,0.8056897983392646,23,0.6644907692277835,"Отправляет 3 получателям (top 8.9%), 5 переводов на 3.08 млн KZT; выраженный fan-out. Паттерны: циклов 1."
100000001969496100,terminal,0.6681183274021353,14,0.37775373732021467,"Получено 22.7 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001985793100,terminal,0.8271485765124554,27,0.45549401582995896,"Получено 420.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001987030100,coordinator,0.7806094306049822,15,0.6308568946035267,"Betweenness top 9.6%, PageRank top 72.0%; межкластерных связей 2, близость к seed 0.68."
100000001991973100,consolidator,0.4805916370106761,19,0.33022697604285683,"Получает от 1 отправителей (top 59.0%), вход 20.8 тыс. KZT; наблюдаемый остаток 100%. Граница depth=4: исходящий поток может быть усечён."
100000002015633100,terminal,0.7597197508896797,4,0.42442392194594847,"Получено 95.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000002028158100,terminal,0.6993460854092527,15,0.4220272119043471,"Получено 34.8 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000002032323100,transit,0.7792685561769191,10,0.5935881441758079,"Получено 300.0 тыс., отправлено 1.05 млн KZT; совпадение потоков 29%, быстрое перенаправление 100%."
100000002087788100,terminal,0.7657339857651245,4,0.45808468788032847,"Получено 100.5 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000002095257100,terminal,0.6147998220640568,11,0.39515774576728363,"Получено 8.5 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000002103448100,terminal,0.6844261565836299,1,0.38495001630069586,"Получено 27.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000002109656100,terminal,0.8336254448398576,12,0.4474860072261338,"Получено 500.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000002116705100,terminal,0.6513478647686832,1,0.36881939372786393,"Получено 17.6 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000002119762100,consolidator,0.45839412811387903,4,0.42305371638796907,"Получает от 1 отправителей (top 59.0%), вход 77.0 тыс. KZT; наблюдаемый остаток 100%. Паттерны: повторных маршрутов 1. Граница depth=4: исходящий поток может быть усечён."
100000002121357100,coordinator,0.7039346085409253,10,0.5774755130676563,"Betweenness top 14.3%, PageRank top 43.5%; межкластерных связей 1, близость к seed 0.32."
100000002126791100,consolidator,0.5270951957295373,7,0.4340768975253851,"Получает от 1 отправителей (top 59.0%), вход 1.31 млн KZT; наблюдаемый остаток 100%. Граница depth=4: исходящий поток может быть усечён."
100000002130400100,coordinator,0.39598131672597864,37,0.3057543824798363,"Betweenness top 63.3%, PageRank top 47.4%; межкластерных связей 0, близость к seed 0.29. Граница depth=4: исходящий поток может быть усечён."
